chr	start	end	strand	gene_id	gene_name	cell_cycle_low_confidence	cell_cycle_high_confidence	Campbell_2020_cell_cycle_phase	Spellman_1998_cell_cycle_phase	Lichtenberg_2004_cell_cycle_phase	chan_half_life_av	chan_half_life_rep1	chan_half_life_rep2	Ho_cluster	kubik_-1nucleosome	Luisa_annotation	RPB	DECAY	Histones	metzlraz_cor_SC	metzlraz_cor_Pi	metzlraz_cor_N	metzlraz_cor_genetic_perturbations	metzlraz_cor_environmental_perturbations	metzlraz_EG_SC	metzlraz_EG_genetic_pertubation	metzlraz_EG_enviromental_pertubation	miller_half_life	miller_synth_rate	neymotin_deg_rate	neymotin_half_life	neymotin_threhold	neymotin_abundance	neymotin_synth_rate	rhee_TATAbox_class	rhee_TAF_class	verifed_ORF
chrXVI	75546	76277	-	YPL249C-A	RPL36B	NA	NA	NA	NA	NA	NA	8.722207463	NA	NA	fragile		NA	NA	NA	NA	NA	NA	NA	NA	0.028259723	-0.171415346	-0.403300976	24.71	186.74	0.0157	79.1	1	164.9	2.589	TATA-less	TAF1-depleted	TRUE
chrXVI	73625	73927	+	YPL251W	YPL251W	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	0.002544598	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chrXVI	48736	49543	-	YPL261C	YPL261C	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	0.015921097	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chrXVI	35205	37902	+	YPL268W	PLC1	NA	NA	NA	NA	NA	NA	1.58150018	NA	NA	stable		NA	NA	NA	0.180705857	0.07347154	0.161127889	0.633459632	0.420185133	0.988047442	-0.003936103	0.172360247	6.02	17.63	0.0781	9.7	1	2.055	0.161	TATA-containing	TAF1-enriched	TRUE
chrXVI	26536	29020	-	YPL272C	YPL272C	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	0.400446503	NA	NA	NA	0.0301	29.9	1	0.7368	0.022	NA	NA	NA
chrXVI	18369	19079	+	YPL275W	FDH2	NA	NA	NA	NA	NA	NA	NA	1.076191556	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	0.133729477	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chrXVI	17948	18385	+	YPL276W	YPL276W	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	0.145590497	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chrXVI	15405	16868	-	YPL277C	YPL277C	NA	NA	NA	NA	NA	NA	3.257794599	NA	NA	fragile		NA	NA	NA	NA	NA	NA	NA	NA	NA	0.212111065	NA	NA	NA	0.0689	11.2	0	0.4482	0.031	NA	NA	NA
chrXVI	15053	15355	-	YPL278C	YPL278C	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.81	25.55	NA	NA	NA	NA	NA	NA	NA	NA
chrXVI	11887	12600	+	YPL280W	HSP32	NA	NA	NA	NA	NA	NA	NA	NA	NA	stable		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.938259678	NA	NA	NA	NA	NA	NA	NA	NA	NA	TRUE
chrXVI	569336	571378	-	YPR007C	REC8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	0.096567093	0.035890151	0.15482201	0.224493954	0.207188285	NA	0.301953855	0.790234132	NA	NA	NA	NA	NA	NA	NA	NA	NA	TRUE
chrXVI	584309	584563	+	YPR012W	YPR012W	NA	NA	NA	NA	NA	NA	1.342264104	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	0.130506221	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chrXVI	587189	587518	-	YPR014C	YPR014C	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.016028647	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chrXVI	590142	591108	-	YPR015C	YPR015C	NA	NA	NA	NA	NA	NA	NA	NA	NA	fragile		NA	NA	NA	0.078954315	0.075543805	0.017828395	0.013681742	-0.063167151	NA	-0.070119911	NA	NA	NA	0.1026	7.2	0	1.058	0.109	TATA-containing	TAF1-enriched	NA
chrXVI	593096	593356	+	YPR016W-A	YPR016W-A	NA	NA	NA	NA	NA	NA	NA	5.575525513	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.033690696	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chrXVI	615379	619014	+	YPR026W	ATH1	NA	NA	NA	NA	NA	NA	2.203415786	NA	iESR cluster	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	0.750497333	0.524580291	7.42	2.98	0.0821	9.2	1	1.408	0.116	NA	NA	TRUE
chrXVI	627862	631332	+	YPR030W	CSR2	NA	NA	NA	NA	NA	NA	NA	NA	NA	stable		NA	NA	NA	0.055936596	0.051983817	0.064203598	-0.024014578	0.069290211	NA	0.440972411	0.855109848	NA	NA	0.069	11.2	1	1.257	0.087	NA	NA	TRUE
chrXVI	647012	647347	+	YPR039W	YPR039W	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.048257038	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chrXVI	654135	654920	+	YPR043W	RPL43A	NA	NA	NA	NA	NA	NA	NA	NA	RP cluster	fragile		NA	NA	NA	NA	NA	NA	NA	NA	-0.331288545	-0.233633396	-0.315692008	25.74	235.61	NA	NA	NA	NA	NA	TATA-less	TAF1-enriched	TRUE
chrXVI	664953	665366	-	YPR050C	YPR050C	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.011443745	NA	NA	NA	NA	NA	NA	NA	NA	TATA-less	TAF1-enriched	NA
chrXVI	675860	676922	-	YPR061C	JID1	NA	NA	NA	NA	NA	NA	3.000445848	NA	NA	fragile		NA	NA	NA	NA	NA	NA	NA	NA	NA	0.044457035	0.319308738	NA	NA	0.0869	8.7	0	1.315	0.114	TATA-less	TAF1-enriched	TRUE
chrXVI	677136	679444	+	YPR064W	YPR064W	NA	NA	NA	NA	NA	NA	3.283380972	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.187382225	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chrXVI	695018	695188	+	YPR074W-A	YPR074W-A	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.008325074	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chrXVI	697131	697502	-	YPR077C	YPR077C	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	0.144316301	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chrXVI	697147	698265	-	YPR078C	YPR078C	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	-0.042532349	-0.038914763	-0.132317562	-0.388576879	-0.184620839	NA	-0.021756212	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chrXVI	711354	711674	+	YPR087W	VPS69	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	-0.707640682	-0.137119057	0.097643037	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chrXVI	718379	718684	+	YPR092W	YPR092W	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.024818974	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chrXVI	719472	720488	-	YPR093C	ASR1	NA	NA	NA	NA	NA	NA	5.279120308	NA	NA	stable		NA	NA	NA	0.045866542	0.007283503	0.148834612	0.312326556	0.194148299	NA	0.03091029	0.219045294	NA	NA	0.0864	8.7	1	0.9312	0.08	NA	NA	TRUE
chrXVI	720617	721030	+	YPR094W	RDS3	NA	NA	NA	NA	NA	NA	2.254709665	NA	NA	stable		NA	NA	NA	NA	NA	NA	NA	NA	0.610522955	-0.005429709	-0.127617933	8.56	13.28	0.0192	56.2	0	2.859	0.055	TATA-less	TAF1-enriched	TRUE
chrXVI	724842	725144	-	YPR096C	YPR096C	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.076860137	NA	NA	NA	0.1035	7.2	0	0.1938	0.02	NA	NA	TRUE
chrXVI	729311	730230	-	YPR099C	YPR099C	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	-4.25E-04	NA	NA	NA	0.3658	1.9	0	0.2052	0.075	NA	NA	TRUE
chrXVI	744175	744387	+	YPR108W-A	YPR108W-A	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chrXVI	797522	797877	+	YPR133W-A	TOM5	NA	NA	NA	NA	NA	NA	NA	NA	NA	fragile		NA	NA	NA	NA	NA	NA	NA	NA	-0.097829968	-0.002120751	-0.411177921	NA	NA	0.0265	35.4	1	27.62	0.732	TATA-less	TAF1-depleted	TRUE
chrXVI	802325	802837	-	YPR136C	YPR136C	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.04855931	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chrXVI	818130	818693	-	YPR142C	YPR142C	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	0.004402705	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chrXVI	824690	824926	-	YPR145C-A	YPR145C-A	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0142	95	0	0.8202	0.012	NA	NA	NA
chrXVI	830999	831520	+	YPR150W	YPR150W	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	0.041820227	NA	NA	NA	0.052	15.4	0	2.163	0.113	NA	NA	NA
chrXVI	831737	833480	-	YPR152C	URN1	NA	NA	NA	NA	NA	NA	NA	1.545870136	NA	NA		NA	NA	NA	0.051763406	0.071146922	-0.018902411	-0.208950533	-0.104278967	NA	0.110864721	0.133878892	NA	NA	0.0922	8.1	1	0.9678	0.089	NA	NA	TRUE
chrXVI	833648	834395	+	YPR153W	YPR153W	NA	NA	NA	NA	NA	NA	NA	3.482185641	NA	NA		NA	NA	NA	0.123324402	0.154108552	0.038971277	-0.164228393	-0.103390696	NA	0.002115317	NA	NA	NA	0.0493	16.4	0	0.744	0.037	TATA-less	TAF1-enriched	TRUE
chrXVI	860314	860415	-	YPR159C-A	YPR159C-A	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chrXVI	861183	864164	+	YPR160W-A	YPR160W-A	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chrXVI	882753	883579	-	YPR170C	YPR170C	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	0.001389878	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chrXVI	883211	883795	+	YPR170W-A	YPR170W-A	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	-0.274060539	NA	NA	NA	NA	NA	NA	NA	NA	NA	TATA-less	TAF1-enriched	NA
chrXVI	883211	883795	+	YPR170W-B	YPR170W-B	NA	NA	NA	NA	NA	NA	NA	NA	NA	fragile		NA	NA	NA	NA	NA	NA	NA	NA	-0.281849037	NA	NA	NA	NA	0.0245	39.4	0	13.41	0.329	NA	NA	NA
chrXVI	892313	892684	-	YPR177C	YPR177C	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.024660349	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chrXVI	900135	900531	+	YPR182W	SMX3	NA	NA	NA	NA	NA	NA	NA	NA	NA	stable		NA	NA	NA	NA	NA	NA	NA	NA	0.13996476	-0.076047854	0.066527605	10.97	18.48	0.0648	12	1	8.387	0.544	TATA-less	TAF1-enriched	TRUE
chrXVI	921845	922917	+	YPR192W	AQY1	NA	NA	NA	NA	NA	NA	2.0622182	NA	NA	stable		NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.239092111	0.426626889	NA	NA	0.0286	31.9	0	0.0738	0.002	NA	NA	TRUE
chrXVI	921059	923831	-	YPR193C	HPA2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	0.119008493	0.089159636	0.152543929	0.327611685	0.224352452	NA	0.314140909	0.217742357	NA	NA	0.076	10	0	0.414	0.031	NA	NA	TRUE
chrXVI	927839	928316	-	YPR195C	YPR195C	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	0.109458534	NA	NA	NA	0.1028	7.2	0	0.123	0.013	NA	NA	NA
chrXVI	933898	934461	-	YPR197C	YPR197C	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	0.037886202	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chrXVI	939201	941187	-	YPR200C	ARR2	NA	NA	NA	NA	NA	NA	NA	NA	NA	stable		NA	NA	NA	NA	NA	NA	NA	NA	NA	0.071728116	0.025870522	NA	NA	0.0307	29.1	0	0.705	0.022	NA	NA	TRUE
chrI	139152	139254	+	tP(UGG)A	TRN1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chrI	142367	142468	+	snR18	SNR18	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0143	93.7	1	NA	NA	NA	NA	NA
chrI	160597	164187	-	YAR009C	YAR009C	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.06000385	NA	NA	NA	0.5072	1.4	0	0.7308	0.371	NA	NA	NA
chrI	164544	165866	-	YAR010C	YAR010C	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chrI	166267	166339	+	tA(UGC)A	tA(UGC)A	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chrI	181141	181254	+	tL(CAA)A	SUP56	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chrI	182522	182603	-	tS(AGA)A	tS(AGA)A	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chrI	201467	201787	-	YAR047C	YAR047C	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	0.012375894	NA	NA	NA	0.1068	6.9	0	0	0	NA	NA	NA
chrI	203403	208016	+	YAR050W	FLO1	NA	NA	NA	NA	NA	NA	NA	NA	NA	stable		NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.033443954	0.422423737	NA	NA	0.1306	5.6	0	0.0012	0	NA	NA	TRUE
chrI	217157	217492	-	YAR060C	YAR060C	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	0.26665316	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chrI	218140	218343	+	YAR061W	YAR061W	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chrI	218549	219145	+	YAR062W	YAR062W	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	0.059944859	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chrI	220198	220497	+	YAR064W	YAR064W	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	0.024436484	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chrI	221049	221660	+	YAR066W	YAR066W	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chrI	224011	224304	-	YAR069C	YAR069C	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.282677037	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chrI	224563	224862	-	YAR070C	YAR070C	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chrI	225460	226863	+	YAR071W	PHO11	NA	NA	NA	NA	NA	NA	NA	NA	NA	stable		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.080585415	5.08	9.83	0.0559	14.1	0	0.0438	0.002	NA	NA	TRUE
chrI	227742	228953	+	YAR073W	IMD1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.724175425	-0.713429935	NA	NA	NA	NA	NA	NA	NA	TATA-containing	TAF1-depleted	NA
chrI	228844	229317	+	YAR075W	YAR075W	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.615409428	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chrI	24000	27968	-	YAL063C	FLO9	NA	NA	NA	NA	NA	NA	NA	NA	NA	stable		NA	NA	NA	NA	NA	NA	NA	NA	NA	0.476972779	0.184904693	6.05	8.55	NA	NA	NA	NA	NA	NA	NA	TRUE
chrI	99305	99868	+	HRA1	HRA1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chrII	197494	197567	+	tI(AAU)B	tI(AAU)B	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chrII	197629	197699	-	tG(GCC)B	tG(GCC)B	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chrII	221330	226598	+	YBL005W-B	YBL005W-B	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0406	20.6	1	25.24	1.025	NA	NA	NA
chrII	227075	227156	+	tS(AGA)B	tS(AGA)B	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chrII	259147	259566	-	YBR012C	YBR012C	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	0.383080977	NA	NA	NA	0.0981	7.6	0	9.453	0.927	NA	NA	NA
chrII	259869	261191	+	YBR012W-A	YBR012W-A	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chrII	259869	265140	+	YBR012W-B	YBR012W-B	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.1329	5.5	0	2.47	0.328	NA	NA	NA
chrII	265492	265881	-	YBR013C	YBR013C	NA	NA	NA	NA	NA	NA	NA	NA	NA	stable		NA	NA	NA	NA	NA	NA	NA	NA	-0.272107897	0.163833314	NA	60.08	0.74	NA	NA	NA	NA	NA	NA	NA	NA
chrII	266378	266450	+	tT(AGU)B	tT(AGU)B	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chrII	29935	31251	+	YBL100W-A	YBL100W-A	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chrII	29935	35248	+	YBL100W-B	YBL100W-B	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.2816	2.5	0	13.21	3.72	NA	NA	NA
chrII	307185	307345	-	snR161	SNR161	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chrII	307587	308887	+	TLC1	TLC1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	0.187550927	0.10556821500000001	0.189983202	0.829146147	0.50525891	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chrII	326792	326865	-	tV(UAC)B	tV(UAC)B	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chrII	347603	347686	+	tL(UAA)B2	tL(UAA)B2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chrII	350827	350898	+	tQ(UUG)B	tQ(UUG)B	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chrII	36398	36488	+	tF(GAA)B	tF(GAA)B	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0919	8.2	0	NA	NA	NA	NA	NA
chrII	405878	405949	+	tR(UCU)B	tR(UCU)B	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chrII	405960	406031	+	tD(GUC)B	tD(GUC)B	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chrII	426333	427058	-	YBR090C	YBR090C	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	0.230830356	0.035639366	NA	12.86	9.56	NA	NA	NA	NA	NA	TATA-less	TAF1-enriched	NA
chrII	643007	643078	-	tC(GCA)B	tC(GCA)B	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chrII	645167	645238	+	tE(UUC)B	tE(UUC)B	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chrII	646	1128	+	YBL113W-A	YBL113W-A	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chrII	680688	681862	-	LSR1	LSR1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chrII	810340	811479	-	YBR302C	COS2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	1.278874666	0.418943785	0.531340882	20.35	50.4	NA	NA	NA	NA	NA	NA	NA	TRUE
chrII	88190	88277	+	snR56	SNR56	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.042	19.7	0	NA	NA	NA	NA	NA
chrII	9583	9666	+	tL(UAA)B1	tL(UAA)B1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chrIII	107504	107712	-	snR43	SNR43	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chrIII	123577	123648	-	tP(AGG)C	SUF2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chrIII	12386	13018	-	YCL067C	HMLALPHA2	NA	NA	NA	NA	NA	NA	NA	NA	NA	stable		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.346368592	NA	NA	NA	NA	NA	NA	NA	NA	NA	TRUE
chrIII	127716	127789	+	tN(GUU)C	tN(GUU)C	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chrIII	13282	13809	+	YCL066W	HMLALPHA1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.1048505	NA	NA	NA	NA	NA	NA	NA	NA	NA	TRUE
chrIII	142364	142546	-	snR33	SNR33	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chrIII	142701	142771	-	tG(GCC)C	SUF16	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
