,chr,start,end,acc,strand
5270,chrXIV,352794,353244,YNL144W-A,+
5271,chrXIV,356694,357144,YNL143C,-
5272,chrXIV,358640,359090,YNL142W,+
5273,chrXIV,360345,360795,YNL141W,+
5274,chrXIV,360631,361081,YNL139C,-
5275,chrXIV,360817,361267,YNL140C,-
5276,chrXIV,366231,366681,YNL138W-A,+
5277,chrXIV,368048,368498,YNL138W,+
5278,chrXIV,368414,368864,YNL137C,-
5279,chrXIV,371295,371745,YNL136W,+
5280,chrXIV,371566,372016,YNL135C,-
5281,chrXIV,372301,372751,YNL134C,-
5282,chrXIV,374071,374521,YNL133C,-
5283,chrXIV,378233,378683,YNL132W,+
5284,chrXIV,379100,379550,YNL131W,+
5285,chrXIV,379247,379697,YNL130C,-
5286,chrXIV,381145,381595,YNL130C-A,-
5287,chrXIV,381985,382435,YNL129W,+
5288,chrXIV,383313,383763,YNL128W,+
5289,chrXIV,386732,387182,YNL127W,+
5290,chrXIV,389499,389949,YNL126W,+
5291,chrXIV,389949,390399,YNL125C,-
5292,chrXIV,394074,394524,YNL124W,+
5293,chrXIV,397399,397849,YNL123W,+
5294,chrXIV,397720,398170,YNL122C,-
5295,chrXIV,398584,399034,YNL121C,-
5296,chrXIV,400933,401383,YNL120C,-
5297,chrXIV,402307,402757,YNL119W,+
5298,chrXIV,402377,402827,YNL118C,-
5299,chrXIV,407760,408210,YNL117W,+
5300,chrXIV,409727,410177,YNL116W,+
5301,chrXIV,410019,410469,YNL115C,-
5302,chrXIV,412584,413034,YNL114C,-
5303,chrXIV,413024,413474,YNL113W,+
5304,chrXIV,415931,416381,YNL112W,+
5305,chrXIV,416485,416935,YNL111C,-
5306,chrXIV,417613,418063,YNL110C,-
5307,chrXIV,418914,419364,YNL108C,-
5308,chrXIV,419159,419609,YNL109W,+
5309,chrXIV,420595,421045,YNL107W,+
5310,chrXIV,420785,421235,YNL106C,-
5311,chrXIV,424233,424683,YNL105W,+
5312,chrXIV,424654,425104,YNL104C,-
5313,chrXIV,426458,426908,YNL103W-A,+
5314,chrXIV,429403,429853,YNL103W,+
5315,chrXIV,434227,434677,YNL102W,+
5316,chrXIV,436989,437439,YNL101W,+
5317,chrXIV,438049,438499,YNL100W,+
5318,chrXIV,438205,438655,YNL099C,-
5319,chrXIV,439459,439909,YNL098C,-
5320,chrXIV,440697,441147,YNL097C-B,-
5321,chrXIV,441135,441585,YNL097C,-
5322,chrXIV,441236,441686,YNL097W-A,+
5323,chrXIV,443062,443512,YNL096C,-
5324,chrXIV,444624,445074,YNL095C,-
5325,chrXIV,449081,449531,YNL094W,+
5326,chrXIV,450456,450906,YNL093W,+
5327,chrXIV,451795,452245,YNL092W,+
5328,chrXIV,455780,456230,YNL091W,+
5329,chrXIV,456593,457043,YNL089C,-
5330,chrXIV,456954,457404,YNL090W,+
5331,chrXIV,461640,462090,YNL088W,+
5332,chrXIV,465780,466230,YNL087W,+
5333,chrXIV,466363,466813,YNL086W,+
5334,chrXIV,469460,469910,YNL085W,+
5335,chrXIV,469876,470326,YNL084C,-
5336,chrXIV,472767,473217,YNL083W,+
5337,chrXIV,475662,476112,YNL082W,+
5338,chrXIV,475909,476359,YNL081C,-
5339,chrXIV,476725,477175,YNL080C,-
5340,chrXIV,478288,478738,YNL079C,-
5341,chrXIV,480721,481171,YNL078W,+
5342,chrXIV,482673,483123,YNL077W,+
5343,chrXIV,485024,485474,YNL076W,+
5344,chrXIV,486378,486828,YNL075W,+
5345,chrXIV,486666,487116,YNL074C,-
5346,chrXIV,489852,490302,YNL073W,+
5347,chrXIV,490974,491424,YNL072W,+
5348,chrXIV,492800,493250,YNL071W,+
5349,chrXIV,493299,493749,YNL070W,+
5350,chrXIV,493856,494306,YNL069C,-
5351,chrXIV,495431,495881,YNL068C,-
5352,chrXIV,498334,498784,YNL067W-A,+
5353,chrXIV,499207,499657,YNL067W-B,+
5354,chrXIV,500136,500586,YNL067W,+
5355,chrXIV,502555,503005,YNL066W,+
5356,chrXIV,505134,505584,YNL065W,+
5357,chrXIV,505627,506077,YNL064C,-
5358,chrXIV,508352,508802,YNL063W,+
5359,chrXIV,508479,508929,YNL062C,-
5360,chrXIV,512046,512496,YNL061W,+
5361,chrXIV,512568,513018,YNL059C,-
5362,chrXIV,515557,516007,YNL058C,-
5363,chrXIV,516385,516835,YNL057W,+
5364,chrXIV,517670,518120,YNL056W,+
5365,chrXIV,517833,518283,YNL055C,-
5366,chrXIV,529233,529683,YNL054W,+
5367,chrXIV,531191,531641,YNL053W,+
5368,chrXIV,532185,532635,YNL052W,+
5369,chrXIV,533565,534015,YNL051W,+
5370,chrXIV,533979,534429,YNL050C,-
5371,chrXIV,535087,535537,YNL049C,-
5372,chrXIV,539572,540022,YNL048W,+
5373,chrXIV,539811,540261,YNL047C,-
5374,chrXIV,542629,543079,YNL046W,+
5375,chrXIV,544698,545148,YNL045W,+
5376,chrXIV,545489,545939,YNL043C,-
5377,chrXIV,545726,546176,YNL044W,+
5378,chrXIV,547020,547470,YNL042W-B,+
5379,chrXIV,549046,549496,YNL042W,+
5380,chrXIV,549272,549722,YNL041C,-
5381,chrXIV,554554,555004,YNL040W,+
5382,chrXIV,556538,556988,YNL039W,+
5383,chrXIV,557433,557883,YNL038W,+
5384,chrXIV,557792,558242,YNL037C,-
5385,chrXIV,560192,560642,YNL036W,+
5386,chrXIV,568215,568665,YNL035C,-
5387,chrXIV,571965,572415,YNL034W,+
5388,chrXIV,573617,574067,YNL033W,+
5389,chrXIV,575066,575516,YNL032W,+
5390,chrXIV,575289,575739,YNL031C,-
5391,chrXIV,576688,577138,YNL030W,+
5392,chrXIV,577105,577555,YNL029C,-
5393,chrXIV,578646,579096,YNL028W,+
5394,chrXIV,581266,581716,YNL027W,+
5395,chrXIV,583150,583600,YNL026W,+
5396,chrXIV,584215,584665,YNL025C,-
5397,chrXIV,586232,586682,YNL024C-A,-
5398,chrXIV,586939,587389,YNL024C,-
5399,chrXIV,587955,588405,YNL023C,-
5400,chrXIV,591234,591684,YNL022C,-
5401,chrXIV,594997,595447,YNL021W,+
5402,chrXIV,595371,595821,YNL020C,-
5403,chrXIV,598166,598616,YNL019C,-
5404,chrXIV,599642,600092,YNL018C,-
5405,chrXIV,602038,602488,YNL017C,-
5406,chrXIV,603952,604402,YNL016W,+
5407,chrXIV,605261,605711,YNL015W,+
5408,chrXIV,609033,609483,YNL013C,-
5409,chrXIV,609103,609553,YNL014W,+
5410,chrXIV,611609,612059,YNL012W,+
5411,chrXIV,611654,612104,YNL011C,-
5412,chrXIV,614116,614566,YNL010W,+
5413,chrXIV,615733,616183,YNL009W,+
5414,chrXIV,616066,616516,YNL008C,-
5415,chrXIV,618407,618857,YNL007C,-
5416,chrXIV,620769,621219,YNL006W,+
5417,chrXIV,621128,621578,YNL005C,-
5418,chrXIV,624341,624791,YNL004W,+
5419,chrXIV,624734,625184,YNL003C,-
5420,chrXIV,625985,626435,YNL002C,-
5421,chrXIV,628342,628792,YNL001W,+
5422,chrXIV,629325,629775,YNR001C,-
5423,chrXIV,631131,631581,YNR001W-A,+
5424,chrXIV,632761,633211,YNR002C,-
5425,chrXIV,634147,634597,YNR003C,-
5426,chrXIV,634168,634618,YNR003W-A,+
5427,chrXIV,636452,636902,YNR004W,+
5428,chrXIV,636831,637281,YNR005C,-
5429,chrXIV,638504,638954,YNR006W,+
5430,chrXIV,639082,639532,YNR007C,-
5431,chrXIV,642031,642481,YNR008W,+
5432,chrXIV,643089,643539,YNR009W,+
5433,chrXIV,643970,644420,YNR011C,-
5434,chrXIV,643975,644425,YNR010W,+
5435,chrXIV,648669,649119,YNR012W,+
5436,chrXIV,648824,649274,YNR013C,-
5437,chrXIV,652921,653371,YNR014W,+
5438,chrXIV,654231,654681,YNR015W,+
5439,chrXIV,654573,655023,YNR016C,-
5440,chrXIV,663471,663921,YNR017W,+
5441,chrXIV,664594,665044,YNR018W,+
5442,chrXIV,666917,667367,YNR019W,+
5443,chrXIV,667310,667760,YNR020C,-
5444,chrXIV,669431,669881,YNR021W,+
5445,chrXIV,669584,670034,YNR022C,-
5446,chrXIV,671861,672311,YNR023W,+
5447,chrXIV,672602,673052,YNR025C,-
5448,chrXIV,672695,673145,YNR024W,+
5449,chrXIV,672847,673297,YNR026C,-
5450,chrXIV,675526,675976,YNR027W,+
5451,chrXIV,676848,677298,YNR028W,+
5452,chrXIV,677010,677460,YNR029C,-
5453,chrXIV,680192,680642,YNR030W,+
5454,chrXIV,680502,680952,YNR031C,-
5455,chrXIV,686822,687272,YNR032W,+
5456,chrXIV,687024,687474,YNR032C-A,-
5457,chrXIV,689648,690098,YNR033W,+
5458,chrXIV,690936,691386,YNR034W,+
5459,chrXIV,692613,693063,YNR034W-A,+
5460,chrXIV,692878,693328,YNR035C,-
5461,chrXIV,694099,694549,YNR036C,-
5462,chrXIV,694839,695289,YNR037C,-
5463,chrXIV,697280,697730,YNR038W,+
5464,chrXIV,697458,697908,YNR039C,-
5465,chrXIV,700179,700629,YNR040W,+
5466,chrXIV,700400,700850,YNR041C,-
5467,chrXIV,701316,701766,YNR042W,+
5468,chrXIV,702881,703331,YNR043W,+
5469,chrXIV,705599,706049,YNR044W,+
5470,chrXIV,707308,707758,YNR045W,+
5471,chrXIV,707979,708429,YNR046W,+
5472,chrXIV,710854,711304,YNR047W,+
5473,chrXIV,712653,713103,YNR048W,+
5474,chrXIV,712808,713258,YNR049C,-
5475,chrXIV,713887,714337,YNR050C,-
5476,chrXIV,716680,717130,YNR051C,-
5477,chrXIV,719195,719645,YNR052C,-
5478,chrXIV,720961,721411,YNR053C,-
5479,chrXIV,723212,723662,YNR054C,-
5480,chrXIV,728194,728644,YNR055C,-
5481,chrXIV,731518,731968,YNR056C,-
5482,chrXIV,733256,733706,YNR057C,-
5483,chrXIV,735383,735833,YNR058W,+
5484,chrXIV,738195,738645,YNR059W,+
5485,chrXIV,741826,742276,YNR060W,+
5486,chrXIV,742466,742916,YNR061C,-
5487,chrXIV,744260,744710,YNR062C,-
5488,chrXIV,748777,749227,YNR063W,+
5489,chrXIV,749036,749486,YNR064C,-
5490,chrXIV,750250,750700,YNR065C,-
5491,chrXIV,753625,754075,YNR066C,-
5492,chrXIV,755561,756011,YNR067C,-
5493,chrXIV,759967,760417,YNR068C,-
5494,chrXIV,761023,761473,YNR069C,-
5495,chrXIV,769699,770149,YNR070W,+
5496,chrXIV,770340,770790,YNR071C,-
5497,chrXIV,774487,774937,YNR072W,+
5498,chrXIV,774564,775014,YNR073C,-
5499,chrXIV,777336,777786,YNR074C,-
5500,chrXIV,780690,781140,YNR075W,+
5501,chrXIV,781411,781861,YNR075C-A,-
5502,chrXIV,781930,782380,YNR076W,+
5503,chrXIV,783187,783637,YNR077C,-
5504,chrXIV,783390,783840,TEL14R-XC,+
5505,chrXV,289,739,TEL15L-XC,-
5506,chrXV,419,869,YOL166W-A,+
5507,chrXV,900,1350,YOL166C,-
5508,chrXV,1265,1715,YOL165C,-
5509,chrXV,3962,4412,YOL164W-A,+
5510,chrXV,7968,8418,YOL164W,+
5511,chrXV,9756,10206,YOL163W,+
5512,chrXV,10416,10866,YOL162W,+
5513,chrXV,11449,11899,YOL161C,-
5514,chrXV,14304,14754,YOL160W,+
5515,chrXV,15133,15583,YOL159C-A,-
5516,chrXV,17110,17560,YOL159C,-
5517,chrXV,19236,19686,YOL158C,-
5518,chrXV,22276,22726,YOL157C,-
5519,chrXV,26626,27076,YOL156W,+
5520,chrXV,26868,27318,YOL155W-A,+
5521,chrXV,28603,29053,YOL155C,-
5522,chrXV,35144,35594,YOL154W,+
5523,chrXV,42384,42834,YOL152W,+
5524,chrXV,44372,44822,YOL151W,+
5525,chrXV,44373,44823,YOL150C,-
5526,chrXV,45283,45733,YOL149W,+
5527,chrXV,45660,46110,YOL148C,-
5528,chrXV,47682,48132,YOL147C,-
5529,chrXV,49098,49548,YOL146W,+
5530,chrXV,49455,49905,YOL145C,-
5531,chrXV,54202,54652,YOL144W,+
5532,chrXV,54381,54831,YOL143C,-
5533,chrXV,55995,56445,YOL142W,+
5534,chrXV,58189,58639,YOL141W,+
5535,chrXV,59852,60302,YOL140W,+
5536,chrXV,60146,60596,YOL139C,-
5537,chrXV,61180,61630,YOL138C,-
5538,chrXV,66764,67214,YOL137W,+
5539,chrXV,67125,67575,YOL136C,-
5540,chrXV,69160,69610,YOL135C,-
5541,chrXV,70056,70506,YOL134C,-
5542,chrXV,70631,71081,YOL133W,+
5543,chrXV,72365,72815,YOL132W,+
5544,chrXV,73332,73782,YOL131W,+
5545,chrXV,76991,77441,YOL130W,+
5546,chrXV,77861,78311,YOL129W,+
5547,chrXV,78031,78481,YOL128C,-
5548,chrXV,81044,81494,YOL127W,+
5549,chrXV,81495,81945,YOL126C,-
5550,chrXV,84914,85364,YOL125W,+
5551,chrXV,85356,85806,YOL124C,-
5552,chrXV,89098,89548,YOL123W,+
5553,chrXV,89462,89912,YOL122C,-
5554,chrXV,91737,92187,YOL121C,-
5555,chrXV,93201,93651,YOL120C,-
5556,chrXV,94732,95182,YOL119C,-
5557,chrXV,96508,96958,YOL118C,-
5558,chrXV,99235,99685,YOL117W,+
5559,chrXV,100842,101292,YOL116W,+
5560,chrXV,102993,103443,YOL115W,+
5561,chrXV,103217,103667,YOL114C,-
5562,chrXV,105943,106393,YOL113W,+
5563,chrXV,107919,108369,YOL112W,+
5564,chrXV,108086,108536,YOL111C,-
5565,chrXV,109652,110102,YOL110W,+
5566,chrXV,110288,110738,YOL109W,+
5567,chrXV,111109,111559,YOL108C,-
5568,chrXV,112827,113277,YOL107W,+
5569,chrXV,113229,113679,YOL106W,+
5570,chrXV,113910,114360,YOL105C,-
5571,chrXV,116296,116746,YOL104C,-
5572,chrXV,125522,125972,YOL103W,+
5573,chrXV,125669,126119,YOL102C,-
5574,chrXV,126882,127332,YOL101C,-
5575,chrXV,131917,132367,YOL099C,-
5576,chrXV,132132,132582,YOL100W,+
5577,chrXV,132346,132796,YOL098C,-
5578,chrXV,136181,136631,YOL097W-A,+
5579,chrXV,136327,136777,YOL097C,-
5580,chrXV,137871,138321,YOL096C,-
5581,chrXV,139051,139501,YOL095C,-
5582,chrXV,141484,141934,YOL094C,-
5583,chrXV,143461,143911,YOL093W,+
5584,chrXV,144780,145230,YOL092W,+
5585,chrXV,146813,147263,YOL091W,+
5586,chrXV,150008,150458,YOL090W,+
5587,chrXV,150298,150748,YOL089C,-
5588,chrXV,153665,154115,YOL088C,-
5589,chrXV,155105,155555,YOL087C,-
5590,chrXV,159095,159545,YOL086W-A,+
5591,chrXV,159448,159898,YOL086C,-
5592,chrXV,161441,161891,YOL085W-A,+
5593,chrXV,161573,162023,YOL085C,-
5594,chrXV,164981,165431,YOL084W,+
5595,chrXV,166361,166811,YOL083C-A,-
5596,chrXV,167071,167521,YOL083W,+
5597,chrXV,169624,170074,YOL082W,+
5598,chrXV,180042,180492,YOL081W,+
5599,chrXV,180292,180742,YOL080C,-
5600,chrXV,181105,181555,YOL079W,+
5601,chrXV,184888,185338,YOL078W,+
5602,chrXV,185294,185744,YOL077W-A,+
5603,chrXV,185641,186091,YOL077C,-
5604,chrXV,189064,189514,YOL076W,+
5605,chrXV,189103,189553,YOL075C,-
5606,chrXV,193677,194127,YOL073C,-
5607,chrXV,196055,196505,YOL072W,+
5608,chrXV,196645,197095,YOL071W,+
5609,chrXV,197120,197570,YOL070C,-
5610,chrXV,199987,200437,YOL069W,+
5611,chrXV,200268,200718,YOL068C,-
5612,chrXV,201885,202335,YOL067C,-
5613,chrXV,202536,202986,YOL066C,-
5614,chrXV,204549,204999,YOL065C,-
5615,chrXV,205899,206349,YOL064C,-
5616,chrXV,207239,207689,YOL063C,-
5617,chrXV,210349,210799,YOL062C,-
5618,chrXV,213384,213834,YOL061W,+
5619,chrXV,213917,214367,YOL060C,-
5620,chrXV,218347,218797,YOL059W,+
5621,chrXV,220259,220709,YOL058W,+
5622,chrXV,222700,223150,YOL057W,+
5623,chrXV,223829,224279,YOL056W,+
5624,chrXV,224320,224770,YOL055C,-
5625,chrXV,229484,229934,YOL054W,+
5626,chrXV,230966,231416,YOL053W,+
5627,chrXV,231470,231920,YOL052C-A,-
5628,chrXV,232218,232668,YOL052C,-
5629,chrXV,237782,238232,YOL050C,-
5630,chrXV,237835,238285,YOL051W,+
5631,chrXV,239862,240312,YOL049W,+
5632,chrXV,240029,240479,YOL048C,-
5633,chrXV,241514,241964,YOL047C,-
5634,chrXV,243366,243816,YOL046C,-
5635,chrXV,246452,246902,YOL045W,+
5636,chrXV,248016,248466,YOL044W,+
5637,chrXV,248292,248742,YOL043C,-
5638,chrXV,250573,251023,YOL042W,+
5639,chrXV,251086,251536,YOL041C,-
5640,chrXV,252955,253405,YOL040C,-
5641,chrXV,254267,254717,YOL039W,+
5642,chrXV,254598,255048,YOL038C-A,-
5643,chrXV,255814,256264,YOL038W,+
5644,chrXV,256566,257016,YOL037C,-
5645,chrXV,258703,259153,YOL035C,-
5646,chrXV,258821,259271,YOL036W,+
5647,chrXV,262854,263304,YOL034W,+
5648,chrXV,264843,265293,YOL033W,+
5649,chrXV,265860,266310,YOL032W,+
5650,chrXV,266022,266472,YOL031C,-
5651,chrXV,269291,269741,YOL030W,+
5652,chrXV,269694,270144,YOL029C,-
5653,chrXV,270533,270983,YOL028C,-
5654,chrXV,271708,272158,YOL027C,-
5655,chrXV,273816,274266,YOL026C,-
5656,chrXV,276631,277081,YOL025W,+
5657,chrXV,277254,277704,YOL024W,+
5658,chrXV,279879,280329,YOL023W,+
5659,chrXV,280070,280520,YOL022C,-
5660,chrXV,282203,282653,YOL021C,-
5661,chrXV,287639,288089,YOL020W,+
5662,chrXV,288222,288672,YOL019W-A,+
5663,chrXV,290203,290653,YOL019W,+
5664,chrXV,290781,291231,YOL018C,-
5665,chrXV,294437,294887,YOL017W,+
5666,chrXV,294556,295006,YOL016C,-
5667,chrXV,298627,299077,YOL015W,+
5668,chrXV,299828,300278,YOL014W,+
5669,chrXV,300630,301080,YOL013W-B,+
5670,chrXV,300977,301427,YOL013W-A,+
5671,chrXV,301280,301730,YOL013C,-
5672,chrXV,303318,303768,YOL012C,-
5673,chrXV,307059,307509,YOL011W,+
5674,chrXV,308830,309280,YOL010W,+
5675,chrXV,309162,309612,YOL009C,-
5676,chrXV,310747,311197,YOL008W,+
5677,chrXV,310882,311332,YOL007C,-
5678,chrXV,312978,313428,YOL006C,-
5679,chrXV,315660,316110,YOL005C,-
5680,chrXV,321304,321754,YOL004W,+
5681,chrXV,321626,322076,YOL003C,-
5682,chrXV,323298,323748,YOL002C,-
5683,chrXV,325780,326230,YOL001W,+
5684,chrXV,328813,329263,YOR001W,+
5685,chrXV,330782,331232,YOR002W,+
5686,chrXV,332541,332991,YOR003W,+
5687,chrXV,334006,334456,YOR004W,+
5688,chrXV,334302,334752,YOR005C,-
5689,chrXV,337486,337936,YOR006C,-
5690,chrXV,338742,339192,YOR007C,-
5691,chrXV,340863,341313,YOR008C,-
5692,chrXV,342757,343207,YOR008C-A,-
5693,chrXV,343680,344130,YOR008W-B,+
5694,chrXV,345590,346040,YOR009W,+
5695,chrXV,346095,346545,YOR010C,-
5696,chrXV,353513,353963,YOR011W,+
5697,chrXV,355508,355958,YOR011W-A,+
5698,chrXV,356606,357056,YOR012W,+
5699,chrXV,356871,357321,YOR013W,+
5700,chrXV,360002,360452,YOR015W,+
5701,chrXV,360110,360560,YOR014W,+
5702,chrXV,360207,360657,YOR016C,-
5703,chrXV,363609,364059,YOR017W,+
5704,chrXV,366532,366982,YOR018W,+
5705,chrXV,370164,370614,YOR019W,+
5706,chrXV,370320,370770,YOR020C,-
5707,chrXV,371779,372229,YOR020W-A,+
5708,chrXV,372543,372993,YOR021C,-
5709,chrXV,373579,374029,YOR022C,-
5710,chrXV,375858,376308,YOR023C,-
5711,chrXV,377820,378270,YOR024W,+
5712,chrXV,379342,379792,YOR025W,+
5713,chrXV,380456,380906,YOR026W,+
5714,chrXV,382563,383013,YOR027W,+
5715,chrXV,383106,383556,YOR028C,-
5716,chrXV,384585,385035,YOR029W,+
5717,chrXV,388334,388784,YOR030W,+
5718,chrXV,389072,389522,YOR031W,+
5719,chrXV,389561,390011,YOR032C,-
5720,chrXV,392026,392476,YOR032W-A,+
5721,chrXV,392272,392722,YOR033C,-
5722,chrXV,394630,395080,YOR034C,-
5723,chrXV,397326,397776,YOR034C-A,-
5724,chrXV,397635,398085,YOR035C,-
5725,chrXV,400936,401386,YOR036W,+
5726,chrXV,402470,402920,YOR037W,+
5727,chrXV,402661,403111,YOR038C,-
5728,chrXV,406497,406947,YOR039W,+
5729,chrXV,407617,408067,YOR040W,+
5730,chrXV,408258,408708,YOR041C,-
5731,chrXV,409367,409817,YOR042W,+
5732,chrXV,412140,412590,YOR043W,+
5733,chrXV,413299,413749,YOR044W,+
5734,chrXV,413849,414299,YOR045W,+
5735,chrXV,414298,414748,YOR046C,-
5736,chrXV,416151,416601,YOR047C,-
5737,chrXV,418274,418724,YOR048C,-
5738,chrXV,422366,422816,YOR049C,-
5739,chrXV,424170,424620,YOR050C,-
5740,chrXV,424587,425037,YOR051C,-
5741,chrXV,426405,426855,YOR052C,-
5742,chrXV,427733,428183,YOR054C,-
5743,chrXV,427808,428258,YOR053W,+
5744,chrXV,429562,430012,YOR055W,+
5745,chrXV,430090,430540,YOR056C,-
5746,chrXV,433104,433554,YOR057W,+
5747,chrXV,433263,433713,YOR058C,-
5748,chrXV,438749,439199,YOR059C,-
5749,chrXV,440290,440740,YOR060C,-
5750,chrXV,442427,442877,YOR061W,+
5751,chrXV,442553,443003,YOR062C,-
5752,chrXV,445730,446180,YOR063W,+
5753,chrXV,445890,446340,YOR064C,-
5754,chrXV,448059,448509,YOR065W,+
5755,chrXV,451188,451638,YOR066W,+
5756,chrXV,451597,452047,YOR067C,-
5757,chrXV,453769,454219,YOR068C,-
5758,chrXV,455483,455933,YOR069W,+
5759,chrXV,455807,456257,YOR070C,-
5760,chrXV,459155,459605,YOR071C,-
5761,chrXV,461466,461916,YOR072W,+
5762,chrXV,461689,462139,YOR072W-A,+
5763,chrXV,464280,464730,YOR072W-B,+
5764,chrXV,466330,466780,YOR073W,+
5765,chrXV,466488,466938,YOR074C,-
5766,chrXV,467273,467723,YOR073W-A,+
5767,chrXV,468960,469410,YOR075W,+
5768,chrXV,469277,469727,YOR076C,-
5769,chrXV,472247,472697,YOR077W,+
5770,chrXV,473065,473515,YOR078W,+
5771,chrXV,473301,473751,YOR079C,-
5772,chrXV,476442,476892,YOR080W,+
5773,chrXV,476839,477289,YOR081C,-
5774,chrXV,479196,479646,YOR082C,-
5775,chrXV,480070,480520,YOR083W,+
5776,chrXV,481462,481912,YOR084W,+
5777,chrXV,482735,483185,YOR085W,+
5778,chrXV,483118,483568,YOR086C,-
5779,chrXV,489384,489834,YOR087W,+
5780,chrXV,490096,490546,YOR089C,-
5781,chrXV,490952,491402,YOR090C,-
5782,chrXV,494188,494638,YOR091W,+
5783,chrXV,496618,497068,YOR092W,+
5784,chrXV,497406,497856,YOR093C,-
5785,chrXV,503200,503650,YOR094W,+
5786,chrXV,503336,503786,YOR095C,-
5787,chrXV,506417,506867,YOR096W,+
5788,chrXV,506785,507235,YOR097C,-
5789,chrXV,507749,508199,YOR098C,-
5790,chrXV,512846,513296,YOR099W,+
5791,chrXV,513195,513645,YOR100C,-
5792,chrXV,516041,516491,YOR101W,+
5793,chrXV,516258,516708,YOR103C,-
5794,chrXV,516423,516873,YOR102W,+
5795,chrXV,518171,518621,YOR105W,+
5796,chrXV,518569,519019,YOR104W,+
5797,chrXV,519733,520183,YOR106W,+
5798,chrXV,522176,522626,YOR107W,+
5799,chrXV,524505,524955,YOR108C-A,-
5800,chrXV,524657,525107,YOR108W,+
5801,chrXV,528476,528926,YOR109W,+
5802,chrXV,529959,530409,YOR110W,+
5803,chrXV,530777,531227,YOR111W,+
5804,chrXV,533511,533961,YOR112W,+
5805,chrXV,536469,536919,YOR113W,+
5806,chrXV,538313,538763,YOR114W,+
5807,chrXV,538468,538918,YOR115C,-
5808,chrXV,539663,540113,YOR116C,-
5809,chrXV,546138,546588,YOR117W,+
5810,chrXV,548346,548796,YOR118W,+
5811,chrXV,548376,548826,YOR119C,-
5812,chrXV,551698,552148,YOR121C,-
5813,chrXV,551844,552294,YOR120W,+
5814,chrXV,552008,552458,YOR122C,-
5815,chrXV,553007,553457,YOR123C,-
5816,chrXV,554644,555094,YOR124C,-
5817,chrXV,558791,559241,YOR125C,-
5818,chrXV,559794,560244,YOR126C,-
5819,chrXV,564021,564471,YOR127W,+
5820,chrXV,564328,564778,YOR128C,-
5821,chrXV,566603,567053,YOR129C,-
5822,chrXV,569741,570191,YOR130C,-
5823,chrXV,572082,572532,YOR131C,-
5824,chrXV,574532,574982,YOR132W,+
5825,chrXV,577517,577967,YOR133W,+
5826,chrXV,579443,579893,YOR134W,+
5827,chrXV,580059,580509,YOR135C,-
5828,chrXV,581247,581697,YOR136W,+
5829,chrXV,581713,582163,YOR137C,-
5830,chrXV,584142,584592,YOR138C,-
5831,chrXV,586850,587300,YOR139C,-
5832,chrXV,588931,589381,YOR140W,+
5833,chrXV,589543,589993,YOR141C,-
5834,chrXV,593696,594146,YOR142W,+
5835,chrXV,601260,601710,YOR143C,-
5836,chrXV,602476,602926,YOR144C,-
5837,chrXV,605160,605610,YOR145C,-
5838,chrXV,605828,606278,YOR146W,+
5839,chrXV,608169,608619,YOR147W,+
5840,chrXV,608457,608907,YOR148C,-
5841,chrXV,609396,609846,YOR149C,-
5842,chrXV,612252,612702,YOR150W,+
5843,chrXV,612873,613323,YOR151C,-
5844,chrXV,617418,617868,YOR152C,-
5845,chrXV,624025,624475,YOR153W,+
5846,chrXV,626142,626592,YOR154W,+
5847,chrXV,626434,626884,YOR155C,-
5848,chrXV,628007,628457,YOR156C,-
5849,chrXV,630802,631252,YOR157C,-
5850,chrXV,632922,633372,YOR158W,+
5851,chrXV,632943,633393,YOR159C,-
5852,chrXV,636456,636906,YOR160W,+
5853,chrXV,636839,637289,YOR161C,-
5854,chrXV,637304,637754,YOR161W-A,+
5855,chrXV,637885,638335,YOR161W-B,+
5856,chrXV,639021,639471,YOR161C-C,-
5857,chrXV,639460,639910,YOR162C,-
5858,chrXV,643027,643477,YOR163W,+
5859,chrXV,643127,643577,YOR164C,-
5860,chrXV,646717,647167,YOR165W,+
5861,chrXV,646861,647311,YOR166C,-
5862,chrXV,648578,649028,YOR167C,-
5863,chrXV,651276,651726,YOR169C,-
5864,chrXV,651382,651832,YOR168W,+
5865,chrXV,651724,652174,YOR171C,-
5866,chrXV,651813,652263,YOR170W,+
5867,chrXV,656388,656838,YOR172W,+
5868,chrXV,658093,658543,YOR173W,+
5869,chrXV,659251,659701,YOR174W,+
5870,chrXV,659552,660002,YOR175C,-
5871,chrXV,663304,663754,YOR176W,+
5872,chrXV,665685,666135,YOR177C,-
5873,chrXV,667760,668210,YOR178C,-
5874,chrXV,671489,671939,YOR179C,-
5875,chrXV,674200,674650,YOR180C,-
5876,chrXV,677575,678025,YOR181W,+
5877,chrXV,678022,678472,YOR182C,-
5878,chrXV,678911,679361,YOR183W,+
5879,chrXV,680294,680744,YOR184W,+
5880,chrXV,681297,681747,YOR185C,-
5881,chrXV,683195,683645,YOR186W,+
5882,chrXV,683229,683679,YOR186C-A,-
5883,chrXV,685181,685631,YOR187W,+
5884,chrXV,689026,689476,YOR188W,+
5885,chrXV,689833,690283,YOR189W,+
5886,chrXV,692017,692467,YOR190W,+
5887,chrXV,697171,697621,YOR191W,+
5888,chrXV,698668,699118,YOR192C,-
5889,chrXV,703459,703909,YOR192C-C,-
5890,chrXV,711226,711676,YOR193W,+
